,name,indices,number_of_questions,is_human,gender
9328,Marshall McLuhan,"[227019, 4603, 95489, 119053, 126774, 187492]",6,True,male
9329,Martha,"[43480, 53596, 65628, 88449, 166196, 228779, 143634, 44150, 58524, 64384, 65534, 72400, 73524, 82811, 93993, 112646, 119375, 138698, 185276, 211000, 218755, 234185, 275321, 277691, 291746, 316068, 318241, 342610]",28,False,female
9330,Martha Gellhorn,[279363],1,True,female
9331,Martha Graham,"[178308, 16176, 20988, 30862, 56894, 103319, 110089, 124675, 126193, 127763, 148356, 174480, 189360, 214669, 258167, 275969, 296913, 323453, 326488]",19,True,female
9332,Martha Graham Nash,[180759],1,True,female
9333,Martha Grimes,[126192],1,True,female
9334,Martha Plimpton,"[258166, 321835]",2,True,female
9335,Martha Raye,[3466],1,True,female
9336,Martha Reeves,"[126191, 161558]",2,True,female
9337,Martha Stewart,"[58595, 67338, 78335, 80498, 101679, 105022, 114064, 116612, 119117, 126189, 146804, 148633, 173999, 176822, 183526, 195680, 202980, 229711, 232319, 240209, 258165, 262362, 266833, 276174, 283429, 314775]",26,True,female
9338,Martha Stewart Living,[345714],1,False,
9339,Martha Washington,"[16852, 22287, 24164, 26886, 28169, 35002, 44987, 45963, 48877, 51381, 58822, 58974, 71309, 94754, 106242, 109308, 113086, 116748, 121116, 126190, 135548, 140498, 155901, 170998, 180063, 182080, 182480, 188343, 193240, 210051, 242538, 249666, 258164, 267296, 276515, 347556, 60061]",37,True,female
9340,Martial Law,"[71177, 104520]",2,False,
9341,Martin Amis,[236142],1,True,male
9342,Martin Arrowsmith,"[180196, 164269]",2,False,
9343,Martin Bormann,"[54581, 204765]",2,True,male
9344,Martin Chuzzlewit,"[18752, 92178, 164715, 204766, 224247, 227509, 256710]",7,False,
9345,Martin Cruz Smith,"[39898, 48053, 54129, 67690, 73012, 100867, 104603]",7,True,male
9346,Martin Freeman,[300233],1,True,male
9347,Martin Heidegger,[173275],1,True,male
9348,Martin Kalb,[18253],1,False,
9349,Martin Landau,"[185952, 28321, 54579, 67335]",4,True,male
9350,Martin Lawrence,"[66502, 108136, 121963]",3,True,male
9351,Martin Luther,"[253462, 38933, 57618, 160429, 169096, 226420, 271303, 163636, 86121, 122538, 295251, 340405, 31020, 32231, 34103, 34260, 62149, 64321, 109441, 142639, 147457, 248693, 2085, 5546, 9518, 15707, 20336, 26850, 33960, 42551, 47851, 49320, 51815, 53209, 59486, 64198, 64567, 69808, 70401, 72215, 78786, 78940, 83934, 96274, 101646, 105297, 111625, 116552, 122894, 125395, 134988, 140625, 142084, 142466, 148924, 154295, 159202, 163709, 181863, 182582, 188585, 192243, 199508, 203558, 204763, 213606, 214932, 219992, 221846, 222522, 240781, 241371, 250037, 251469, 252671, 256995, 280714, 281357, 293843, 297057, 305096, 321782, 323591, 327328, 344976, 348835, 36014, 191255, 308547, 46, 41186, 182357, 287107, 310222, 77339, 83351, 102105, 103006, 104024, 108558, 137697, 254302, 296748, 322324, 336501, 205677, 326716, 385, 13262, 25102, 50143, 51951, 54577, 59933, 66022, 68665, 80767, 82109, 91285, 114200, 143021, 144122, 155549, 165711, 171886, 175338, 188161, 201180, 203292, 210126, 210642, 212375, 216390, 221307, 223611, 246864, 258187, 260503, 266526, 271529, 278528, 279945, 282600, 289877, 300527, 310685, 312384, 315082, 330172, 196205, 83104, 45769, 105626, 308778, 7918, 306900]",156,True,male
9352,Martin Luther Burbank,[90582],1,False,
9353,Martin Luther King,"[84931, 293180, 228984, 5065, 48098, 132301, 178647, 186222, 229616, 230302, 245093, 259071, 264009, 265443, 276211, 299309, 306509, 317460]",18,True,male
9354,Martin Luther King & Ralph Bunche,[87417],1,False,
9355,Martin Luther King III,[203138],1,True,male
9356,Martin Luther King's,"[25441, 7379, 51760]",3,True,male
9357,Martin Luther's,[313581],1,True,male
9358,Martin Milner,[148254],1,True,male
9359,Martin O'Malley,[320366],1,True,male
9360,Martin Riggs,[129888],1,False,male
9361,Martin Scorsese,"[169211, 215082, 226423, 30005, 54580, 69191, 87311, 90735, 93954, 97366, 114837, 169726, 198099, 253725, 274074, 291587]",16,True,male
9362,Martin Sheen,"[174276, 281742, 12022, 32346, 41527, 97534, 99752, 119310, 121273, 127921, 158114, 164903, 193309, 237415, 249528, 268338, 272211, 279980, 298761, 304546, 307400]",21,True,male
9363,Martin Short,"[298856, 5146, 11328, 28023, 61591, 86539, 104382, 116834, 123735, 194788, 223091, 246502, 264648]",13,True,male
9364,Martin Shortcake,[155420],1,False,
9365,Martin Van Buren,"[82402, 181961, 208914, 2215, 10909, 18594, 24477, 30475, 33138, 49355, 52741, 54578, 59359, 61084, 63232, 71553, 73705, 101206, 108469, 109205, 119045, 137106, 139245, 146444, 157068, 157766, 165405, 172966, 184104, 188719, 189947, 192482, 204762, 211151, 227507, 238154, 246584, 279917, 295326, 312878, 330338, 332900, 344872, 29771]",44,True,male
9366,Martin van Buren,"[248880, 135039]",2,True,male
9367,Martina Hingis,"[78204, 88571, 102029, 132247]",4,True,female
9368,Martina Navratilova,"[224860, 13997, 19829, 28508, 40041, 40784, 46369, 49935, 51445, 62332, 64913, 71479, 73889, 83042, 88770, 108074, 125329, 153733, 157988, 173641, 200258, 201130, 227857, 237967]",24,True,female
9369,Martini,"[104774, 159969]",2,False,
9370,Marty,"[22966, 43954, 61343, 97474, 147883, 162220, 167734, 265756, 308502, 332054]",10,False,
9371,Marty Allen,[8715],1,True,male
9372,Marty Feldman,[112624],1,True,male
9373,Marty Ingels,[117532],1,True,male
9374,Marty McFly,"[91786, 180807]",2,False,male
9375,Marty Robbins,[23635],1,True,male
9376,Marueen Connolly,[11742],1,,
9377,Marv Albert,"[94089, 287307]",2,True,male
9378,Marv Albert Einstein,[90580],1,False,
9379,Marva Collins,[30542],1,True,female
9380,Marvelettes,[99733],1,False,
9381,Marvelous Marvin Hagler,[17205],1,True,male
9382,Marvin,[283686],1,False,
9383,Marvin Davis,[38657],1,True,male
9384,Marvin Gardens,"[59169, 244249, 316572]",3,False,
9385,Marvin Gaye,"[15573, 43251, 67176, 78882, 82133, 83547, 92203, 149281, 160026, 166179, 176507, 199396, 204820, 218869, 224217, 251407, 268097, 299424, 304070, 309947, 340605, 342826]",22,True,male
9386,Marvin Hagler,"[7572, 144951, 179210, 207925]",4,True,male
9387,Marvin Hamlisch,"[17856, 30920, 268701]",3,True,male
9388,Marvin Harrison,[202321],1,True,male
9389,Marvin Miller,[19179],1,True,male
9390,Marvin Mitchelson,"[171904, 22136]",2,True,male
9391,Marvin v. Marvin Gaye,[173819],1,True,male
9392,Marx,"[164467, 183318, 264570, 15329]",4,True,male
9393,Marx Brothers,[238640],1,False,
9394,Mary,"[10062, 16060, 20331, 21652, 34161, 46966, 49818, 53919, 61441, 67642, 70456, 72540, 91623, 93634, 105440, 127371, 134041, 135443, 144511, 153614, 161667, 168568, 169884, 184743, 187880, 209681, 214899, 220753, 228182, 229010, 229813, 236830, 237961, 240328, 240782, 249539, 252464, 263105, 268466, 271359, 273262, 282992, 300173, 307834, 325287, 336578, 343228, 18724, 321783, 323775, 217677, 132591, 151656, 27891, 45041, 77018, 113463, 149805, 153924, 176791, 240627, 42684, 89951, 27517, 43027, 51987, 57640, 100267, 102874, 112617, 123440, 144320, 145174, 149565, 164635, 223212, 273700, 285077, 304520, 324235, 325873, 343483, 127718, 200933]",84,False,
9395,Mary & Joseph,"[49371, 224580, 304866]",3,False,male
9396,Mary ARMY/,[133088],1,False,
9397,Mary Ann,[253957],1,False,
9398,Mary Ann Mobley,"[23969, 114442]",2,True,female
9399,Mary Baker Eddy,"[302030, 347447, 119004, 11394, 15168, 22375, 33110, 39960, 47200, 50293, 55295, 58096, 70019, 72231, 102233, 115611, 134856, 155054, 164049, 188702, 192452, 205906, 233723, 260566, 263182, 273762, 277296, 279834, 334541, 166369]",30,True,female
9400,Mary Bono,"[92618, 141507, 178596]",3,True,female
9401,Mary Cassatt,"[196970, 231468, 253150, 256121, 347243, 2755, 10417, 35405, 38200, 44347, 52233, 58226, 67079, 79993, 84432, 91526, 105046, 118711, 124332, 130066, 147834, 150951, 152182, 156456, 160094, 162169, 165188, 206804, 223215, 242394, 244701]",31,True,female
9402,Mary Chapin Carpenter,"[63627, 92695]",2,True,female
9403,Mary Chase,[19593],1,False,
9404,Mary Chestnut,[43710],1,True,female
9405,Mary Crosby,"[948, 60171]",2,True,female
9406,Mary Decker,"[22374, 29502, 45103, 124972, 130383]",5,True,female
9407,Mary Decker Slaney,"[23183, 90044, 184482, 30731]",4,True,female
9408,Mary Ford,[18901],1,True,female
9409,Mary George Elizabeth,[102046],1,False,
9410,Mary Hart,"[23972, 170723]",2,True,female
9411,Mary Hart-Felt,[182077],1,True,female
9412,Mary Hartman Mary Hartman,"[5740, 105483, 117470]",3,False,
9413,Mary Higgins Clark,"[119007, 66905, 73765, 91862, 98907, 116832, 122133, 125493, 156050, 189296, 244071, 250949, 296930, 335155]",14,True,female
9414,Mary I,"[14280, 115790, 348610]",3,True,female
9415,Mary I Bloody,"[98852, 111126, 119859, 21751]",4,True,female
9416,Mary I Mary Tudor,[50806],1,True,female
9417,Mary II,"[102612, 158324]",2,True,female
9418,Mary J. Blige,"[190118, 210334]",2,True,female
9419,Mary Jane,"[51146, 197060, 277946, 255620, 276849]",5,True,female
9420,Mary Jane Eyre,[183419],1,False,
9421,Mary Jane Parker,[231792],1,False,female
9422,Mary Jane Watson,[231792],1,False,female
9423,Mary Janes,"[173255, 339711]",2,False,
9424,Mary Kay,"[238919, 71265, 153975]",3,False,
9425,Mary Lamb,[252206],1,True,female
9426,Mary Landrieu,"[254745, 303222]",2,True,female
9427,Mary Leakey,"[310190, 122428, 64331, 79992, 130384, 192453, 213609, 224625, 244719, 262941, 321912, 331620, 338686]",13,True,female
9428,Mary Lincoln,"[53388, 204937, 221511]",3,True,female
9429,Mary Livingston,[4326],1,True,female
9430,Mary Livingstone,[11996],1,True,female
9431,Mary Lou,"[12224, 84889, 197062]",3,True,female
9432,Mary Lou Retton,"[16138, 54351, 61388, 67994, 87815, 105044, 126494, 162513, 177120, 178594, 215738, 274151, 303223]",13,True,female
9433,Mary Louise Parker,[271024],1,True,female
9434,Mary Magdalene,"[32778, 42738, 44954, 47922, 78318, 97802, 118783, 140293, 144653, 150285, 165088, 186219, 187861, 214343, 223213, 227951, 277943, 278777, 283917, 299326, 310292, 312045, 319634, 320666, 323271, 332120, 342481, 345423]",28,False,female
9435,Mary Mapes Dodge,"[34052, 21783, 130385]",3,True,female
9436,Mary Martin,"[88010, 10817, 14213, 20946, 86372, 100410, 148527, 174659, 239995]",9,True,female
9437,Mary Mary,"[131588, 317293]",2,False,
9438,Mary Mary Quite Contrary,"[24468, 7565]",2,False,
9439,Mary Matalin,"[163798, 195284, 267623]",3,True,female
9440,Mary McCarthy,"[9581, 48056, 50047, 55831, 65633, 175544]",6,True,female
9441,Mary Pickford,"[261819, 7060, 11329, 15014, 19189, 21111, 26819, 52622, 77341, 81841, 105043, 134348, 155609, 207143, 274071, 128517]",16,True,female
9442,Mary Poppins,"[291853, 5195, 11590, 18498, 33631, 53833, 61299, 75227, 88313, 90487, 90789, 95411, 100727, 101738, 105042, 123081, 127247, 130487, 142677, 143465, 147316, 149409, 177220, 189675, 191208, 195865, 197966, 200924, 202498, 220179, 230802, 235379, 244463, 248796, 262674, 264878, 271862, 279269, 288814, 290397, 293524, 303411, 320906, 335156]",44,False,
9443,Mary Quant,"[58562, 118623, 21216, 64319, 154915, 236666, 279963]",7,True,female
9444,Mary Queen,"[43843, 50387, 85366, 132185, 205523, 266348, 12248, 14413, 40235, 1337, 29957, 36890, 43145, 47639, 52406, 56850, 57983, 60224, 61555, 62271, 66153, 72754, 89537, 96073, 96603, 107468, 120608, 128266, 138549, 150471, 156972, 186463, 192722, 206442, 211757, 216655, 224952, 232666, 240312, 247958, 252203, 259858, 263702, 276851, 288911, 293042, 303221, 327432, 343036, 347807, 106181, 20808, 84298, 87067, 308449]",55,True,female
9445,Mary Read,[21185],1,True,female
9446,Mary Reilly,[72646],1,False,
9447,Mary Richards,[137610],1,False,female
9448,Mary Roberts Rinehart,[14175],1,True,female
9449,Mary Robinson,"[38206, 178595]",2,True,female
9450,Mary Shelley,"[205786, 267422, 287762, 308989, 323488, 343396, 6346, 14881, 31380, 33017, 50168, 66234, 69940, 82278, 87176, 95047, 105045, 109579, 110951, 135063, 139960, 147847, 175064, 182216, 192454, 208887, 220895, 223214, 240038, 246124, 276815, 291144, 303224, 336668, 339835, 349606]",36,True,female
9451,Mary Steenburgen,"[59615, 155612, 62723]",3,True,female
9452,Mary Stuart,"[183112, 33180, 42806, 180240, 183551]",5,True,female
9453,Mary Surratt,"[57732, 105788, 223216, 251800, 280985]",5,True,female
9454,Mary Todd,[53647],1,True,female
9455,Mary Todd Lincoln,"[257, 1192, 4079, 8614, 22017, 23745, 37604, 38032, 38271, 43717, 44984, 51276, 51382, 64143, 70036, 71220, 72235, 91041, 116747, 117209, 128311, 147613, 172201, 182082, 183415, 192450, 230949, 243932, 249669, 274350, 277046, 298111, 303207, 322083, 326619, 333363, 48881, 26885, 110382]",39,True,female
9456,Mary Todd Lncoln,"[28559, 131853]",2,,
9457,Mary Tudor,"[321783, 210803, 280343, 289462]",4,True,female
9458,Mary Tudor Bloody,[41402],1,True,female
9459,Mary Tudor Mary,"[70402, 67983]",2,True,female
9460,Mary Tyler Moore,"[17015, 59748, 76628, 101947, 130382, 133994, 150089, 161455, 171176, 177023, 187642, 243041, 251232, 271022, 280981, 331788, 338715, 345965, 99350]",19,True,female
9461,Mary Tyler Moore Show,[202375],1,False,
9462,Mary Wilson,"[79991, 116557]",2,True,female
9463,Mary Wollstonecraft,"[10462, 35338, 189387, 319039, 324651]",5,True,female
9464,Mary Wollstonecraft Godwin,[138046],1,True,female
9465,Mary Wollstonecraft Shelley,[210830],1,True,female
9466,Mary Worth,[151887],1,False,
9467,Mary-Kate,[165528],1,True,female
9468,Mary-Lou Retton,[287384],1,True,female
9469,Mary-Louise,[232809],1,True,female
9470,Marzipan,[230698],1,False,
9471,Maréchal Foch,[221218],1,True,male
9472,Maréchal Philippe Petain,[328062],1,True,male
9473,Mas,[115823],1,False,
9474,Mascot,[89574],1,False,
9475,Mash\,"[30445, 48095, 104194]",3,False,
9476,Mason Williams,[107229],1,True,male
9477,Master,[27137],1,False,
9478,Masterson,[140510],1,True,male
9479,Matchmaker,[273603],1,False,
9480,Mate,[347632],1,False,
9481,Mathematica,[306410],1,False,
9482,Mathew Brady,"[129144, 181061, 188389, 39521, 54386, 55590, 61043, 69359, 79329, 83991, 87785, 88637, 91709, 107993, 115649, 125199, 143955, 149813, 158089, 163771, 194147, 206308, 212446, 214903, 239306, 275319, 282006, 291507, 300410, 311967, 318256]",31,True,male
9483,Matinee,[97059],1,False,
9484,Matisyahu,[269535],1,True,male
9485,Mato Grosso,[328110],1,False,
9486,Matt,"[141521, 217453, 94948]",3,False,
9487,Matt Damon,"[206628, 334221, 113478, 92955, 101795, 106024, 109118, 126389, 148177, 182004, 213794, 226825, 233979, 240711, 243239, 263252, 275548, 345767, 212090]",19,True,male
9488,Matt Damon & Ben Affleck,"[223272, 280900]",2,False,
9489,Matt Damon Runyon,"[117029, 219305]",2,True,male
9490,Matt Dillon,"[97652, 126392, 161555, 213793]",4,True,male
9491,Matt Drudge,"[96685, 126390, 293980]",3,True,male
9492,Matt Frewer,[34542],1,True,male
9493,Matt Groening,"[282060, 300310, 39757, 70215, 159327, 200061, 238366]",7,True,male
9494,Matt Helm,"[35685, 153014]",2,False,male
9495,Matt Houston,[2226],1,False,
9496,Matt Lauer,"[93172, 101630, 253278]",3,True,male
9497,Matt LeBlanc,"[176152, 263644, 83182, 122613, 150221, 188112, 305890, 85854]",8,True,male
9498,Matt Leinart,"[210791, 179157]",2,True,male
9499,Matt Ryan,[238958],1,True,male
9500,Matthew,"[183170, 38937, 28286, 31484, 42737, 49277, 55582, 57485, 65268, 70142, 114890, 118319, 129992, 142113, 142350, 156741, 164676, 169554, 181540, 188917, 189962, 195442, 196753, 216692, 245308, 260664, 266428, 269449, 295838, 301000, 305005, 334761, 109029]",33,False,
9501,Matthew Arnold,"[111616, 207179]",2,True,male
9502,Matthew Broderick,"[31150, 69100, 79385, 82996, 99814, 104233, 115719, 149342, 204671, 213792, 222538]",11,True,male
9503,Matthew Fox,"[85856, 102141, 234935]",3,True,male
9504,Matthew Henson,"[221472, 286022, 49852, 52468, 95869, 103808, 106839, 194150, 198592, 232802, 248906, 256982, 290562, 313618, 333844]",15,True,male
9505,Matthew Lawrence,[99979],1,True,male
9506,Matthew Mark John & Luke,[141300],1,False,
9507,Matthew Mark Luke,"[284841, 339394]",2,False,
9508,Matthew Mark Luke & John,"[67643, 160666, 190373, 191668]",4,False,
9509,Matthew McConaughey,"[256237, 305766, 85855, 89095, 236183, 289464, 313959, 349069]",8,True,male
9510,Matthew Modine,[85857],1,True,male
9511,Matthew Morrison,[303359],1,True,male
9512,Matthew Perry,"[290902, 50797, 68444, 85854, 32564, 56218, 67342, 71104, 74307, 110968, 115871, 150220, 150414, 213791, 232799, 294983]",16,True,male
9513,Matthew Perry Mason,[176309],1,False,male
9514,Matthew Ridgway,"[346275, 178042]",2,True,male
9515,Matthew Shepard,"[273690, 287242]",2,True,male
9516,Matthew Weiner,[343917],1,True,male
9517,Matzo,[82023],1,False,
9518,Mau Mau,"[92843, 204405]",2,False,
9519,Maud Adams,[103089],1,True,female
9520,Maude Adams,[26957],1,True,female
9521,Maude Findlay,[10930],1,False,female
9522,Mauna Kea,"[58526, 109248, 164629, 187629, 192689, 216199, 222876, 282897, 293680, 313073, 323072, 167578]",12,False,
9523,Mauna Loa,"[22539, 56759, 58838, 65236, 77426, 110861, 168302, 170860, 203589, 244846, 313190]",11,False,
9524,Maureen Connolly,"[72492, 279321]",2,True,female
9525,Maureen Dowd,"[158081, 184766]",2,True,female
9526,Maureen McCormick,"[57214, 252039]",2,True,female
9527,Maureen O'Boyle,[80988],1,True,female
9528,Maureen O'Hara,"[158079, 229966]",2,True,female
9529,Maureen O'Sullivan,"[3234, 39205, 95274, 158078]",4,True,female
9530,Maureen Reagan,"[11211, 23904, 30521, 31204, 42750, 74621, 291280]",7,True,female
9531,Maurice,"[59963, 149960, 170781, 170783]",4,False,
9532,Maurice Chevalier,"[203837, 26045, 58053, 85282, 95751, 149139, 244702]",7,True,male
9533,Maurice Jarre,[211170],1,True,male
9534,Maurice Maeterlinck,"[63124, 177204]",2,True,male
9535,Maurice Ravel,"[18850, 24004, 43820, 151065, 199569, 231066, 268086, 315397, 7002, 34865, 56942, 64448, 78133, 84277, 90072, 102560, 110032, 115906, 139619, 214239, 282316]",21,True,male
9536,Maurice Richard,[167983],1,True,male
9537,Maurice Sendak,"[35239, 256523, 315396, 26599, 53078, 78134, 93032, 106410, 108975, 123736, 137740, 145583, 184333, 187860, 201134, 218132, 269170, 291868, 322383, 346007, 349538]",21,True,male
9538,Mauritius,"[30925, 70454, 192056, 221708, 257416, 275675, 300810]",7,False,
9539,Maury Povich,"[156366, 192987, 289298]",3,True,male
9540,Maury Wills,"[191902, 203191]",2,True,male
9541,Maw,[111008],1,False,
9542,Max,"[48906, 133449, 145851, 177708, 220053, 231507]",6,False,
9543,Max Baer,[113033],1,True,male
9544,Max Baer Jr.,"[178191, 262502]",2,True,male
9545,Max Brand,"[27436, 113032]",2,True,male
9546,Max Brod,[176684],1,True,male
9547,Max Brooks,[281695],1,True,male
9548,Max Cleland,[176683],1,True,male
9549,Max Factor,"[36696, 65276, 89817, 96450, 110662, 168285, 213169, 313914]",8,False,
9550,Max Gail,[168288],1,True,male
9551,Max Headroom,"[36726, 64438, 113031, 121542]",4,False,male
9552,Max Klinger,"[81386, 176681]",2,True,male
9553,Max Payne,[280658],1,False,
9554,Max Planck,"[160266, 210546, 267567, 283632, 311033, 328411, 37485, 49293, 55405, 59603, 60555, 70226, 96318, 110665, 113035, 122243, 136426, 145297, 154845, 233811, 238830, 273636, 304229, 338582]",24,True,male
